     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     1.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     1.000     0.000     1.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     1.000     0.000     1.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     1.000     0.000     1.000     0.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     1.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     1.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     1.000     1.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     0.000     0.000     1.000     1.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     1.000     0.000     1.000     1.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     1.000     1.000     1.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     1.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     1.000     0.000     0.000     1.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     0.000     0.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     1.000     0.000     1.000     1.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     1.000     0.000     1.000     0.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     1.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     1.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     1.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     1.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     1.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     1.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     0.000     1.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     0.000     1.000     1.000     0.000     1.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     1.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     0.000     0.000     1.000     1.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     1.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000    -0.160     1.160
     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     0.000     1.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.160     1.160
     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     1.229    -0.229
     0.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     1.229    -0.229
